SOUID,DATE,HUMIDITY,QUALITY
129543,19461101,83,0
129543,19461102,85,0
129543,19461103,89,0
129543,19461104,83,0
129543,19461105,84,0
129543,19461106,80,0
129543,19461107,84,0
129543,19461108,84,0
129543,19461109,92,0
129543,19461110,89,0
129543,19461111,71,0
129543,19461112,75,0
129543,19461113,85,0
129543,19461114,95,0
129543,19461115,86,0
129543,19461116,93,0
129543,19461117,95,0
129543,19461118,90,0
129543,19461119,90,0
129543,19461120,79,0
129543,19461121,83,0
129543,19461122,79,0
129543,19461123,83,0
129543,19461124,85,0
129543,19461125,84,0
129543,19461126,88,0
129543,19461127,79,0
129543,19461128,98,0
129543,19461129,95,0
129543,19461130,80,0
129543,19461201,88,0
129543,19461202,75,0
129543,19461203,81,0
129543,19461204,88,0
129543,19461205,86,0
129543,19461206,90,0
129543,19461207,90,0
129543,19461208,88,0
129543,19461209,90,0
129543,19461210,94,0
129543,19461211,91,0
129543,19461212,98,0
129543,19461213,93,0
129543,19461214,91,0
129543,19461215,82,0
129543,19461216,80,0
129543,19461217,81,0
129543,19461218,75,0
129543,19461219,81,0
129543,19461220,81,0
129543,19461221,89,0
129543,19461222,90,0
129543,19461223,92,0
129543,19461224,92,0
129543,19461225,95,0
129543,19461226,93,0
129543,19461227,92,0
129543,19461228,93,0
129543,19461229,91,0
129543,19461230,94,0
129543,19461231,89,0
125859,19470101,90,0
125859,19470102,89,0
125859,19470103,87,0
125859,19470104,76,0
125859,19470105,80,0
125859,19470106,77,0
125859,19470107,82,0
125859,19470108,89,0
125859,19470109,89,0
125859,19470110,91,0
125859,19470111,88,0
125859,19470112,82,0
125859,19470113,88,0
125859,19470114,82,0
125859,19470115,85,0
125859,19470116,93,0
125859,19470117,94,0
125859,19470118,94,0
125859,19470119,93,0
125859,19470120,79,0
125859,19470121,72,0
125859,19470122,79,0
125859,19470123,71,0
125859,19470124,66,0
125859,19470125,68,0
125859,19470126,70,0
125859,19470127,66,0
125859,19470128,63,0
125859,19470129,69,0
125859,19470130,81,0
125859,19470131,80,0
125859,19470201,90,0
125859,19470202,83,0
125859,19470203,79,0
125859,19470204,86,0
125859,19470205,87,0
125859,19470206,86,0
125859,19470207,87,0
125859,19470208,79,0
125859,19470209,88,0
125859,19470210,84,0
125859,19470211,81,0
125859,19470212,88,0
125859,19470213,89,0
125859,19470214,87,0
125859,19470215,79,0
125859,19470216,81,0
125859,19470217,78,0
125859,19470218,82,0
125859,19470219,81,0
125859,19470220,78,0
125859,19470221,89,0
125859,19470222,92,0
125859,19470223,78,0
125859,19470224,66,0
125859,19470225,80,0
125859,19470226,69,0
125859,19470227,75,0
125859,19470228,81,0
125859,19470301,71,0
125859,19470302,65,0
125859,19470303,67,0
125859,19470304,82,0
125859,19470305,93,0
125859,19470306,82,0
125859,19470307,88,0
125859,19470308,77,0
125859,19470309,83,0
125859,19470310,90,0
125859,19470311,79,0
125859,19470312,88,0
125859,19470313,86,0
125859,19470314,83,0
125859,19470315,91,0
125859,19470316,83,0
125859,19470317,59,0
125859,19470318,60,0
125859,19470319,86,0
125859,19470320,84,0
125859,19470321,58,0
125859,19470322,68,0
125859,19470323,75,0
125859,19470324,74,0
125859,19470325,83,0
125859,19470326,75,0
125859,19470327,77,0
125859,19470328,59,0
125859,19470329,54,0
125859,19470330,93,0
125859,19470331,91,0
125859,19470401,75,0
125859,19470402,73,0
125859,19470403,75,0
125859,19470404,62,0
125859,19470405,78,0
125859,19470406,64,0
125859,19470407,54,0
125859,19470408,66,0
125859,19470409,66,0
125859,19470410,57,0
125859,19470411,53,0
125859,19470412,49,0
125859,19470413,49,0
125859,19470414,56,0
125859,19470415,49,0
125859,19470416,59,0
125859,19470417,60,0
125859,19470418,59,0
125859,19470419,68,0
125859,19470420,70,0
125859,19470421,76,0
125859,19470422,58,0
125859,19470423,70,0
125859,19470424,57,0
125859,19470425,63,0
125859,19470426,73,0
125859,19470427,84,0
125859,19470428,59,0
125859,19470429,55,0
125859,19470430,61,0
125859,19470501,65,0
125859,19470502,62,0
125859,19470503,62,0
125859,19470504,70,0
125859,19470505,93,0
125859,19470506,85,0
125859,19470507,72,0
125859,19470508,60,0
125859,19470509,59,0
125859,19470510,77,0
125859,19470511,70,0
125859,19470512,62,0
125859,19470513,49,0
125859,19470514,66,0
125859,19470515,75,0
125859,19470516,76,0
125859,19470517,76,0
125859,19470518,70,0
125859,19470519,77,0
125859,19470520,63,0
125859,19470521,73,0
125859,19470522,76,0
125859,19470523,74,0
125859,19470524,65,0
125859,19470525,63,0
125859,19470526,59,0
125859,19470527,66,0
125859,19470528,64,0
125859,19470529,53,0
125859,19470530,50,0
125859,19470531,60,0
125859,19470601,55,0
125859,19470602,61,0
125859,19470603,60,0
125859,19470604,61,0
125859,19470605,72,0
125859,19470606,88,0
125859,19470607,80,0
125859,19470608,64,0
125859,19470609,56,0
125859,19470610,51,0
125859,19470611,53,0
125859,19470612,58,0
125859,19470613,88,0
125859,19470614,72,0
125859,19470615,73,0
125859,19470616,56,0
125859,19470617,56,0
125859,19470618,54,0
125859,19470619,61,0
125859,19470620,79,0
125859,19470621,68,0
125859,19470622,75,0
125859,19470623,80,0
125859,19470624,60,0
125859,19470625,67,0
125859,19470626,54,0
125859,19470627,52,0
125859,19470628,53,0
125859,19470629,66,0
125859,19470630,82,0
125859,19470701,88,0
125859,19470702,80,0
125859,19470703,73,0
125859,19470704,73,0
125859,19470705,73,0
125859,19470706,64,0
125859,19470707,65,0
125859,19470708,88,0
125859,19470709,79,0
125859,19470710,68,0
125859,19470711,72,0
125859,19470712,79,0
125859,19470713,65,0
125859,19470714,56,0
125859,19470715,60,0
125859,19470716,66,0
125859,19470717,83,0
125859,19470718,80,0
125859,19470719,73,0
125859,19470720,74,0
125859,19470721,67,0
125859,19470722,55,0
125859,19470723,58,0
125859,19470724,56,0
125859,19470725,54,0
125859,19470726,68,0
125859,19470727,72,0
125859,19470728,57,0
125859,19470729,52,0
125859,19470730,62,0
125859,19470731,61,0
125859,19470801,53,0
125859,19470802,58,0
125859,19470803,62,0
125859,19470804,55,0
125859,19470805,73,0
125859,19470806,57,0
125859,19470807,64,0
125859,19470808,65,0
125859,19470809,59,0
125859,19470810,63,0
125859,19470811,71,0
125859,19470812,59,0
125859,19470813,47,0
125859,19470814,50,0
125859,19470815,56,0
125859,19470816,51,0
125859,19470817,49,0
125859,19470818,53,0
125859,19470819,55,0
125859,19470820,61,0
125859,19470821,60,0
125859,19470822,90,0
125859,19470823,59,0
125859,19470824,56,0
125859,19470825,47,0
125859,19470826,54,0
125859,19470827,54,0
125859,19470828,56,0
125859,19470829,52,0
125859,19470830,48,0
125859,19470831,41,0
125859,19470901,45,0
125859,19470902,41,0
125859,19470903,59,0
125859,19470904,52,0
125859,19470905,48,0
125859,19470906,64,0
125859,19470907,66,0
125859,19470908,68,0
125859,19470909,69,0
125859,19470910,67,0
125859,19470911,66,0
125859,19470912,64,0
125859,19470913,59,0
125859,19470914,63,0
125859,19470915,52,0
125859,19470916,56,0
125859,19470917,59,0
125859,19470918,55,0
125859,19470919,54,0
125859,19470920,57,0
125859,19470921,57,0
125859,19470922,74,0
125859,19470923,73,0
125859,19470924,92,0
125859,19470925,92,0
125859,19470926,85,0
125859,19470927,79,0
125859,19470928,79,0
125859,19470929,66,0
125859,19470930,71,0
125859,19471001,66,0
125859,19471002,61,0
125859,19471003,58,0
125859,19471004,59,0
125859,19471005,77,0
125859,19471006,81,0
125859,19471007,75,0
125859,19471008,73,0
125859,19471009,79,0
125859,19471010,91,0
125859,19471011,80,0
125859,19471012,91,0
125859,19471013,89,0
125859,19471014,85,0
125859,19471015,91,0
125859,19471016,77,0
125859,19471017,72,0
125859,19471018,64,0
125859,19471019,52,0
125859,19471020,67,0
125859,19471021,84,0
125859,19471022,90,0
125859,19471023,89,0
125859,19471024,69,0
125859,19471025,61,0
125859,19471026,59,0
125859,19471027,59,0
125859,19471028,54,0
125859,19471029,74,0
125859,19471030,79,0
125859,19471031,91,0
125859,19471101,93,0
125859,19471102,80,0
125859,19471103,94,0
125859,19471104,81,0
125859,19471105,87,0
125859,19471106,76,0
125859,19471107,91,0
125859,19471108,88,0
125859,19471109,84,0
125859,19471110,79,0
125859,19471111,88,0
125859,19471112,72,0
125859,19471113,83,0
125859,19471114,80,0
125859,19471115,74,0
125859,19471116,88,0
125859,19471117,71,0
125859,19471118,93,0
125859,19471119,90,0
125859,19471120,91,0
125859,19471121,94,0
125859,19471122,88,0
125859,19471123,83,0
125859,19471124,69,0
125859,19471125,83,0
125859,19471126,72,0
125859,19471127,67,0
125859,19471128,70,0
125859,19471129,77,0
125859,19471130,70,0
125859,19471201,76,0
125859,19471202,88,0
125859,19471203,83,0
125859,19471204,85,0
125859,19471205,70,0
125859,19471206,87,0
125859,19471207,87,0
125859,19471208,85,0
125859,19471209,83,0
125859,19471210,76,0
125859,19471211,74,0
125859,19471212,84,0
125859,19471213,96,0
125859,19471214,71,0
125859,19471215,67,0
125859,19471216,92,0
125859,19471217,86,0
125859,19471218,83,0
125859,19471219,81,0
125859,19471220,87,0
125859,19471221,92,0
125859,19471222,90,0
125859,19471223,82,0
125859,19471224,75,0
125859,19471225,76,0
125859,19471226,83,0
125859,19471227,85,0
125859,19471228,64,0
125859,19471229,83,0
125859,19471230,74,0
125859,19471231,88,0
125859,19480101,91,0
125859,19480102,91,0
125859,19480103,88,0
125859,19480104,95,0
125859,19480105,76,0
125859,19480106,66,0
125859,19480107,91,0
125859,19480108,62,0
125859,19480109,64,0
125859,19480110,71,0
125859,19480111,87,0
125859,19480112,72,0
125859,19480113,61,0
125859,19480114,60,0
125859,19480115,96,0
125859,19480116,90,0
125859,19480117,76,0
125859,19480118,71,0
125859,19480119,81,0
125859,19480120,78,0
125859,19480121,72,0
125859,19480122,75,0
125859,19480123,77,0
125859,19480124,90,0
125859,19480125,94,0
125859,19480126,94,0
125859,19480127,85,0
125859,19480128,86,0
125859,19480129,79,0
125859,19480130,68,0
125859,19480131,54,0
125859,19480201,78,0
125859,19480202,83,0
125859,19480203,71,0
125859,19480204,80,0
125859,19480205,74,0
125859,19480206,72,0
125859,19480207,83,0
125859,19480208,86,0
125859,19480209,71,0
125859,19480210,66,0
125859,19480211,86,0
125859,19480212,83,0
125859,19480213,83,0
125859,19480214,94,0
125859,19480215,85,0
125859,19480216,66,0
125859,19480217,65,0
125859,19480218,61,0
125859,19480219,62,0
125859,19480220,69,0
125859,19480221,69,0
125859,19480222,68,0
125859,19480223,73,0
125859,19480224,67,0
125859,19480225,81,0
125859,19480226,63,0
125859,19480227,61,0
125859,19480228,69,0
125859,19480229,78,0
125859,19480301,71,0
125859,19480302,77,0
125859,19480303,68,0
125859,19480304,69,0
125859,19480305,80,0
125859,19480306,75,0
125859,19480307,73,0
125859,19480308,74,0
125859,19480309,70,0
125859,19480310,67,0
125859,19480311,60,0
125859,19480312,80,0
125859,19480313,75,0
125859,19480314,58,0
125859,19480315,62,0
125859,19480316,87,0
125859,19480317,85,0
125859,19480318,71,0
125859,19480319,66,0
125859,19480320,72,0
125859,19480321,79,0
125859,19480322,46,0
125859,19480323,59,0
125859,19480324,55,0
125859,19480325,55,0
125859,19480326,62,0
125859,19480327,50,0
125859,19480328,45,0
125859,19480329,56,0
125859,19480330,55,0
125859,19480331,59,0
125859,19480401,87,0
125859,19480402,67,0
125859,19480403,80,0
125859,19480404,69,0
125859,19480405,68,0
125859,19480406,80,0
125859,19480407,70,0
125859,19480408,78,0
125859,19480409,83,0
125859,19480410,78,0
125859,19480411,71,0
125859,19480412,68,0
125859,19480413,66,0
125859,19480414,61,0
125859,19480415,69,0
125859,19480416,66,0
125859,19480417,48,0
125859,19480418,58,0
125859,19480419,60,0
125859,19480420,62,0
125859,19480421,60,0
125859,19480422,68,0
125859,19480423,92,0
125859,19480424,87,0
125859,19480425,62,0
125859,19480426,42,0
125859,19480427,51,0
125859,19480428,49,0
125859,19480429,60,0
125859,19480430,75,0
125859,19480501,62,0
125859,19480502,54,0
125859,19480503,86,0
125859,19480504,88,0
125859,19480505,79,0
125859,19480506,87,0
125859,19480507,86,0
125859,19480508,71,0
125859,19480509,65,0
125859,19480510,67,0
125859,19480511,62,0
125859,19480512,58,0
125859,19480513,58,0
125859,19480514,72,0
125859,19480515,72,0
125859,19480516,59,0
125859,19480517,49,0
125859,19480518,42,0
125859,19480519,45,0
125859,19480520,43,0
125859,19480521,52,0
125859,19480522,56,0
125859,19480523,45,0
125859,19480524,60,0
125859,19480525,67,0
125859,19480526,74,0
125859,19480527,61,0
125859,19480528,80,0
125859,19480529,73,0
125859,19480530,80,0
125859,19480531,61,0
125859,19480601,75,0
125859,19480602,65,0
125859,19480603,84,0
125859,19480604,80,0
125859,19480605,69,0
125859,19480606,69,0
125859,19480607,60,0
125859,19480608,51,0
125859,19480609,53,0
125859,19480610,54,0
125859,19480611,54,0
125859,19480612,69,0
125859,19480613,55,0
125859,19480614,51,0
125859,19480615,71,0
125859,19480616,73,0
125859,19480617,75,0
125859,19480618,86,0
125859,19480619,91,0
125859,19480620,86,0
125859,19480621,71,0
125859,19480622,75,0
125859,19480623,84,0
125859,19480624,77,0
125859,19480625,84,0
125859,19480626,64,0
125859,19480627,77,0
125859,19480628,66,0
125859,19480629,72,0
125859,19480630,82,0
125859,19480701,73,0
125859,19480702,76,0
125859,19480703,78,0
125859,19480704,57,0
125859,19480705,84,0
125859,19480706,93,0
125859,19480707,88,0
125859,19480708,79,0
125859,19480709,69,0
125859,19480710,77,0
125859,19480711,85,0
125859,19480712,79,0
125859,19480713,83,0
125859,19480714,93,0
125859,19480715,92,0
125859,19480716,90,0
125859,19480717,90,0
125859,19480718,88,0
125859,19480719,82,0
125859,19480720,78,0
125859,19480721,71,0
125859,19480722,72,0
125859,19480723,82,0
125859,19480724,86,0
125859,19480725,78,0
125859,19480726,67,0
125859,19480727,67,0
125859,19480728,67,0
125859,19480729,66,0
125859,19480730,78,0
125859,19480731,70,0
125859,19480801,68,0
125859,19480802,70,0
125859,19480803,76,0
125859,19480804,82,0
125859,19480805,76,0
125859,19480806,67,0
125859,19480807,73,0
125859,19480808,88,0
125859,19480809,76,0
125859,19480810,85,0
125859,19480811,74,0
125859,19480812,88,0
125859,19480813,76,0
125859,19480814,84,0
125859,19480815,77,0
125859,19480816,72,0
125859,19480817,75,0
125859,19480818,86,0
125859,19480819,85,0
125859,19480820,67,0
125859,19480821,73,0
125859,19480822,89,0
125859,19480823,83,0
125859,19480824,79,0
125859,19480825,76,0
125859,19480826,69,0
125859,19480827,67,0
125859,19480828,74,0
125859,19480829,81,0
125859,19480830,61,0
125859,19480831,67,0
125859,19480901,69,0
125859,19480902,73,0
125859,19480903,78,0
125859,19480904,85,0
125859,19480905,76,0
125859,19480906,78,0
125859,19480907,82,0
125859,19480908,65,0
125859,19480909,80,0
125859,19480910,82,0
125859,19480911,71,0
125859,19480912,84,0
125859,19480913,87,0
125859,19480914,78,0
125859,19480915,77,0
125859,19480916,82,0
125859,19480917,76,0
125859,19480918,75,0
125859,19480919,73,0
125859,19480920,75,0
125859,19480921,66,0
125859,19480922,62,0
125859,19480923,60,0
125859,19480924,82,0
125859,19480925,86,0
125859,19480926,81,0
125859,19480927,85,0
125859,19480928,76,0
125859,19480929,74,0
125859,19480930,73,0
125859,19481001,73,0
125859,19481002,79,0
125859,19481003,80,0
125859,19481004,68,0
125859,19481005,72,0
125859,19481006,72,0
125859,19481007,75,0
125859,19481008,74,0
125859,19481009,74,0
125859,19481010,77,0
125859,19481011,83,0
125859,19481012,86,0
125859,19481013,85,0
125859,19481014,83,0
125859,19481015,72,0
125859,19481016,78,0
125859,19481017,85,0
125859,19481018,67,0
125859,19481019,78,0
125859,19481020,79,0
125859,19481021,81,0
125859,19481022,74,0
125859,19481023,67,0
125859,19481024,84,0
125859,19481025,86,0
125859,19481026,83,0
125859,19481027,87,0
125859,19481028,87,0
125859,19481029,78,0
125859,19481030,89,0
125859,19481031,89,0
125859,19481101,87,0
125859,19481102,87,0
125859,19481103,93,0
125859,19481104,84,0
125859,19481105,81,0
125859,19481106,80,0
125859,19481107,91,0
125859,19481108,84,0
125859,19481109,79,0
125859,19481110,79,0
125859,19481111,92,0
125859,19481112,88,0
125859,19481113,88,0
125859,19481114,87,0
125859,19481115,82,0
125859,19481116,72,0
125859,19481117,85,0
125859,19481118,90,0
125859,19481119,93,0
125859,19481120,89,0
125859,19481121,93,0
125859,19481122,86,0
125859,19481123,88,0
125859,19481124,81,0
125859,19481125,61,0
125859,19481126,83,0
125859,19481127,90,0
125859,19481128,95,0
125859,19481129,92,0
125859,19481130,88,0
125859,19481201,89,0
125859,19481202,93,0
125859,19481203,97,0
125859,19481204,95,0
125859,19481205,92,0
125859,19481206,92,0
125859,19481207,97,0
125859,19481208,96,0
125859,19481209,95,0
125859,19481210,95,0
125859,19481211,93,0
125859,19481212,87,0
125859,19481213,88,0
125859,19481214,97,0
125859,19481215,91,0
125859,19481216,75,0
125859,19481217,88,0
125859,19481218,72,0
125859,19481219,67,0
125859,19481220,71,0
125859,19481221,85,0
125859,19481222,79,0
125859,19481223,89,0
125859,19481224,81,0
125859,19481225,79,0
125859,19481226,83,0
125859,19481227,91,0
125859,19481228,87,0
125859,19481229,90,0
125859,19481230,72,0
125859,19481231,68,0
125859,19490101,65,0
125859,19490102,87,0
125859,19490103,79,0
125859,19490104,78,0
125859,19490105,84,0
125859,19490106,86,0
125859,19490107,93,0
125859,19490108,92,0
125859,19490109,83,0
125859,19490110,79,0
125859,19490111,75,0
125859,19490112,84,0
125859,19490113,83,0
125859,19490114,81,0
125859,19490115,93,0
125859,19490116,91,0
125859,19490117,83,0
125859,19490118,73,0
125859,19490119,69,0
125859,19490120,77,0
125859,19490121,62,0
125859,19490122,79,0
125859,19490123,67,0
125859,19490124,88,0
125859,19490125,75,0
125859,19490126,94,0
125859,19490127,95,0
125859,19490128,92,0
125859,19490129,93,0
125859,19490130,91,0
125859,19490131,85,0
125859,19490201,66,0
125859,19490202,62,0
125859,19490203,59,0
125859,19490204,70,0
125859,19490205,80,0
125859,19490206,79,0
125859,19490207,87,0
125859,19490208,84,0
125859,19490209,69,0
125859,19490210,71,0
125859,19490211,65,0
125859,19490212,63,0
125859,19490213,65,0
125859,19490214,72,0
125859,19490215,74,0
125859,19490216,85,0
125859,19490217,86,0
125859,19490218,78,0
125859,19490219,79,0
125859,19490220,77,0
125859,19490221,78,0
125859,19490222,86,0
125859,19490223,77,0
125859,19490224,71,0
125859,19490225,79,0
125859,19490226,66,0
125859,19490227,71,0
125859,19490228,67,0
125859,19490301,76,0
125859,19490302,79,0
125859,19490303,77,0
125859,19490304,70,0
125859,19490305,65,0
125859,19490306,67,0
125859,19490307,63,0
125859,19490308,64,0
125859,19490309,76,0
125859,19490310,86,0
125859,19490311,89,0
125859,19490312,81,0
125859,19490313,63,0
125859,19490314,69,0
125859,19490315,82,0
125859,19490316,56,0
125859,19490317,60,0
125859,19490318,73,0
125859,19490319,74,0
125859,19490320,63,0
125859,19490321,61,0
125859,19490322,48,0
125859,19490323,52,0
125859,19490324,49,0
125859,19490325,55,0
125859,19490326,45,0
125859,19490327,46,0
125859,19490328,41,0
125859,19490329,44,0
125859,19490330,45,0
125859,19490331,50,0
125859,19490401,46,0
125859,19490402,49,0
125859,19490403,51,0
125859,19490404,43,0
125859,19490405,90,0
125859,19490406,74,0
125859,19490407,70,0
125859,19490408,71,0
125859,19490409,76,0
125859,19490410,64,0
125859,19490411,55,0
125859,19490412,51,0
125859,19490413,66,0
125859,19490414,57,0
125859,19490415,55,0
125859,19490416,55,0
125859,19490417,60,0
125859,19490418,62,0
125859,19490419,59,0
125859,19490420,71,0
125859,19490421,60,0
125859,19490422,67,0
125859,19490423,58,0
125859,19490424,74,0
125859,19490425,84,0
125859,19490426,91,0
125859,19490427,79,0
125859,19490428,76,0
125859,19490429,82,0
125859,19490430,89,0
125859,19490501,86,0
125859,19490502,81,0
125859,19490503,64,0
125859,19490504,70,0
125859,19490505,72,0
125859,19490506,76,0
125859,19490507,64,0
125859,19490508,58,0
125859,19490509,59,0
125859,19490510,79,0
125859,19490511,74,0
125859,19490512,95,0
125859,19490513,94,0
125859,19490514,77,0
125859,19490515,65,0
125859,19490516,58,0
125859,19490517,50,0
125859,19490518,72,0
125859,19490519,84,0
125859,19490520,85,0
125859,19490521,90,0
125859,19490522,93,0
125859,19490523,79,0
125859,19490524,84,0
125859,19490525,66,0
125859,19490526,75,0
125859,19490527,58,0
125859,19490528,51,0
125859,19490529,59,0
125859,19490530,65,0
125859,19490531,92,0
125859,19490601,85,0
125859,19490602,91,0
125859,19490603,68,0
125859,19490604,60,0
125859,19490605,77,0
125859,19490606,66,0
125859,19490607,55,0
125859,19490608,66,0
125859,19490609,79,0
125859,19490610,84,0
125859,19490611,71,0
125859,19490612,68,0
125859,19490613,62,0
125859,19490614,51,0
125859,19490615,71,0
125859,19490616,55,0
125859,19490617,50,0
125859,19490618,49,0
125859,19490619,54,0
125859,19490620,57,0
125859,19490621,53,0
